,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39
162,0,4,34,7,16,65,56,6,6,46,2,2,3,2,3,11,0,15,0,0,26,5,0,432,25,0,25,1,359,3,2,260,1,2,3,1,1,95,1,2
163,0,1,59,14,0,81,0,1,6,1,0,1,0,1,3,0,3451,1944,0,0,3329,1,0,68,90,3488,88,1,141,3771,1,0,0,0,3615,0,1,1300,0,2175
164,0,2,69,22,5,113,3,3,5,35,1,3,0,7,7,20,3455,4079,5,5,256,1,1,2,25,3491,25,2,25,3776,4,23,19,0,3619,0,1,2919,5,2259
165,1,3,27,11,11,94,10,17,8,8,0,6,3,0,3,24,5,2,0,1,647,1,0,219,134,6,129,6,30,7,2,28,1,2,7,0,4,2,1,2
166,0,4,34,7,6,73,47,16,9,29,2,2,0,7,3,56,0,4180,0,5,3766,0,0,1296,1173,0,1023,2,2136,3877,0,481,32,1,3,0,6,2621,12,473
167,0,2,26,11,9,32,3,3,0,5,1,3,0,0,3,14,1748,2064,0,6,353,5,1,75,153,1766,145,1,506,1915,5,80,0,0,1826,0,0,68,4,48
168,0,1,31,4,5,128,20,1,14,22,0,1,0,11,2,3,0,630,1,0,672,0,0,3610,500,0,458,2,3,3,0,3,1,2,3,3,1,3,1,2
169,0,4,1,5,9,38,49,7,4,36,2,0,0,0,25,105,0,1266,5,0,2186,0,0,2,1523,0,207,2,237,3,0,161,16,3,3,1,0,982,0,739
170,0,11,24,22,4,45,0,37,3,26,0,10,3,1,0,174,59,72,0,0,3796,1,0,3648,1019,60,899,2,946,68,0,605,0,1,66,0,9,46,20,44
171,0,2,27,11,6,57,32,2,14,20,1,1,0,8,2,24,5,2,0,0,21,0,0,2,20,6,20,6,30,7,0,28,1,2,7,0,1,2,1,2
172,0,2,5,22,0,95,3,13,6,31,1,9,0,1,3,14,8,10,0,0,1327,5,1,1018,1028,9,70,1,151,10,0,15,0,1,10,0,1,9,4,55
173,0,4,0,27,18,6,42,25,13,47,2,11,3,20,3,37,3678,4329,0,0,193,1,0,867,44,3722,43,1,326,4024,7,49,3,0,3856,0,8,3103,3,2402
174,0,10,5,4,2,45,12,16,7,19,0,2,0,11,3,332,0,4370,0,1,278,1,0,27,36,0,35,1,2410,4065,0,826,1,2,3,0,1,3133,1,2
175,0,11,4,11,11,39,12,5,13,42,0,8,3,13,36,36,62,76,6,0,3880,1,0,2097,929,63,826,2,751,71,6,76,0,1,69,0,9,66,4,47
176,0,4,1,5,9,116,62,7,16,61,2,3,3,11,3,11,70,66,0,0,3909,0,0,2,1733,71,1452,2,826,82,6,40,1,2,79,0,6,59,1,2
177,0,4,12,0,0,95,48,2,6,36,2,1,0,1,14,7,2,2,0,5,1323,1,0,75,806,2,722,1,7,2,5,7,1,2,2,0,1,2,1,2
178,0,2,13,3,2,70,3,3,15,1,1,3,0,10,6,7,25,16,0,0,226,1,0,1857,210,26,196,2,182,28,5,33,1,2,29,0,1,14,1,2
179,0,2,1,0,9,80,10,8,0,5,1,1,0,0,3,0,74,36,0,0,39,1,0,62,38,75,37,0,80,87,6,53,0,1,83,0,1,19,0,28
180,0,2,30,3,3,43,3,3,1,23,1,3,0,3,3,281,3917,4610,0,1,581,5,1,2,513,3963,471,2,1019,4286,8,649,1,2,4100,0,11,3291,1,2
181,0,2,1,15,2,22,3,3,9,22,1,3,0,11,3,17,28,36,0,2,82,0,0,1662,58,29,57,0,41,32,0,39,6,3,32,0,0,19,0,14
182,0,3,11,2,4,110,6,2,16,10,0,1,0,5,6,7,25,16,0,5,4023,1,0,3910,2448,26,1993,2,182,28,1,33,1,2,29,1,1,14,1,2
183,0,4,11,3,7,108,0,15,6,18,2,2,0,1,3,11,0,4639,5,3,1197,1,0,3919,518,0,476,1,2510,3,0,1371,1,2,3,0,1,3312,1,2
184,1,4,16,15,5,6,29,5,11,42,2,0,0,10,0,69,81,105,3,5,978,0,0,2,863,83,719,1,127,97,0,103,0,1,91,0,1,19,0,43
185,1,4,1,24,9,21,3,3,0,5,2,3,0,0,3,66,77,100,0,0,1593,0,0,3932,460,78,424,2,549,92,0,380,1,2,86,0,7,89,1,2
186,0,4,3,10,2,38,16,6,8,13,2,1,3,11,3,29,48,59,1,5,1868,1,0,227,157,49,149,0,299,56,0,62,0,1,54,0,1,52,4,34
187,0,2,24,7,1,43,3,3,2,9,1,3,0,6,2,38,2,2,0,0,117,6,1,2,112,2,52,1,56,2,8,50,1,2,2,0,8,2,1,2
188,0,2,30,2,1,76,8,4,6,1,1,3,0,6,27,3,0,605,0,0,9,1,0,105,3,0,3,2,3,3,5,3,1,2,3,0,0,3,1,2
189,1,3,13,13,15,7,4,19,13,37,3,2,0,4,0,14,3130,3722,0,0,2531,1,0,325,191,3155,177,2,287,3422,0,213,0,1,3276,1,1,273,4,53
190,0,2,1,2,9,185,3,3,0,5,1,3,0,0,3,254,4036,4766,0,1,1597,1,1,335,375,4086,343,1,843,4429,7,545,1,2,4224,3,0,733,1,2
191,0,5,0,10,8,81,8,7,12,25,0,1,0,9,0,12,0,4769,0,5,378,1,0,278,12,0,12,0,12,4431,0,12,251,0,3,0,8,3399,2,2626
192,1,4,8,0,6,36,7,1,9,35,2,1,0,8,3,3,4087,350,0,5,992,1,0,2913,812,4136,727,1,70,333,5,60,1,2,2992,0,1,3,1,2
193,1,2,7,5,1,93,3,3,4,36,1,3,0,6,3,29,0,15,3,4,153,5,0,38,2055,0,52,10,656,3,0,84,14,3,3,0,1,3428,4,2651
194,1,11,11,9,1,94,4,17,3,2,3,5,0,4,3,37,398,498,0,0,112,1,0,2117,107,404,105,2,55,467,0,49,22,3,423,0,6,415,3,315
195,1,4,4,11,6,37,8,15,10,40,2,1,0,8,3,312,187,228,0,1,2906,5,0,2,1951,190,1623,2,2323,217,0,745,69,0,200,0,1,202,0,151
196,0,1,3,11,8,35,20,25,9,0,0,4,3,9,19,417,0,44,3,0,1524,4,0,1260,656,0,592,2,2620,4593,2,1421,0,1,3,0,0,19,0,20
197,1,3,3,3,3,142,12,2,8,14,0,1,0,3,0,11,8,10,3,0,307,1,0,1160,279,9,256,2,1113,10,5,462,1,2,10,3,1,9,1,2
198,0,2,0,5,7,17,3,3,6,1,1,3,0,1,3,74,0,4,6,4,4234,1,0,2,1917,89,1599,1,136,104,4,110,1,2,97,0,1,4,1,2
199,0,2,1,4,3,76,3,3,4,15,1,3,0,3,0,56,4267,4995,0,0,2047,5,1,1375,1741,4319,363,1,246,4663,0,137,49,0,4459,0,8,21,4,9
200,0,3,1,0,5,7,4,11,16,0,3,11,0,4,0,104,531,252,0,2,2031,5,0,2,1462,544,1246,2,587,238,0,160,0,0,570,0,9,221,0,6
201,1,3,0,10,10,27,12,15,14,40,0,0,3,11,2,36,1466,1729,0,0,2717,1,0,75,138,1478,7,1,64,1610,6,56,0,3,1536,0,1,1327,4,1996
202,1,0,4,5,1,82,19,4,2,5,0,1,0,6,20,69,81,105,0,4,2034,1,0,4263,1464,83,1248,2,329,97,0,103,0,1,91,0,1,19,0,43
203,0,2,14,2,7,90,3,3,7,1,1,3,0,7,0,18,27,35,3,5,1418,1,0,2,1093,28,961,1,40,31,5,38,1,2,31,0,2,31,1,2
204,0,1,5,12,10,7,24,1,8,14,0,1,0,4,3,97,0,5094,0,0,918,1,0,27,173,0,35,0,330,4765,1,243,0,1,3,0,1,548,6,53
205,1,4,1,13,15,48,47,5,11,15,2,0,3,17,3,61,0,15,0,0,2256,5,0,1125,1084,0,953,2,297,3,0,91,519,0,3,0,6,138,23,100
206,1,3,32,2,6,142,49,16,14,12,0,0,0,8,3,134,4414,5154,3,0,378,4,0,451,12,4467,12,1,678,4822,0,450,1,2,4605,0,1,3640,1,2
207,0,4,26,2,4,0,6,26,10,55,2,10,3,5,3,181,4424,5164,0,4,4326,5,0,2,439,4477,405,2,1689,4833,6,343,0,1,4616,0,6,3646,2,2835
208,0,1,38,9,1,87,2,1,0,5,0,1,0,0,5,67,0,101,1,1,3342,1,0,220,267,79,246,1,124,93,1,101,1,2,87,0,0,4,1,2
209,1,0,1,2,3,110,4,2,2,1,0,0,0,3,3,98,176,218,0,0,959,5,0,741,116,179,113,7,269,207,0,199,0,0,189,0,0,192,12,1702
210,0,2,13,15,8,45,72,3,7,55,1,3,0,9,3,156,62,76,0,5,3610,1,0,258,1404,63,1207,2,1065,71,0,279,0,1,69,0,0,66,0,47
211,0,0,0,2,1,138,33,2,16,22,0,0,0,1,0,11,4481,5221,3,0,2204,1,0,2,1194,4536,1042,1,2717,4890,1,1472,1,2,4676,0,1,1890,1,2
212,0,4,7,19,7,67,15,4,5,18,2,1,0,7,3,14,0,4654,0,0,1897,1,0,442,514,0,472,0,256,4325,5,15,0,1,3,0,9,199,4,992
213,0,10,48,3,0,107,4,7,8,22,0,0,0,4,3,0,0,36,3,4,1051,1,0,606,686,0,619,2,396,328,0,53,0,1,3,0,1,19,0,28
214,1,2,0,4,6,70,20,2,4,35,1,3,0,8,3,134,0,5257,0,3,128,1,0,845,160,0,118,2,1260,4920,0,789,1,2,3,0,1,2543,1,2
215,0,3,34,4,9,74,0,2,0,5,0,1,0,0,2,19,5,2,5,0,3978,1,0,845,2428,6,1980,0,802,7,1,276,1,2,7,0,1,2,1,2
216,1,4,33,2,7,48,2,19,15,12,2,0,2,1,3,37,0,1896,3,0,916,1,0,1380,764,0,688,2,55,3,6,49,39,0,3,0,9,1451,3,201
217,0,4,7,7,8,6,3,3,12,25,2,3,0,9,3,308,4528,918,4,5,3,1,0,3,3,4584,3,1,2422,4940,6,1336,1,2,4729,3,1,726,1,2
218,1,2,1,5,9,65,38,7,6,18,1,1,0,0,3,11,492,616,5,1,123,4,0,18,25,505,25,0,1920,577,0,1098,1,2,527,0,1,500,1,2
219,0,4,7,2,7,13,36,2,16,2,2,0,3,1,3,149,245,303,0,0,1658,1,0,46,862,250,771,2,1008,289,2,645,1,2,267,3,1,263,1,2
220,0,0,4,12,2,2,8,1,3,15,0,0,0,11,7,60,4595,5352,4,1,592,0,0,651,522,4651,479,8,841,5010,0,90,0,0,4796,0,0,3762,16,2936
221,0,2,31,2,9,80,7,4,14,8,1,1,0,0,3,11,70,66,0,0,714,0,0,1471,619,71,565,2,1259,82,1,40,1,2,79,0,9,59,1,2
222,0,4,13,4,3,101,9,2,10,18,2,0,0,3,7,84,4604,5368,3,1,285,1,0,1887,257,4662,238,1,315,5022,5,124,0,0,4805,1,9,3770,13,2943
223,0,0,27,1,15,45,24,16,15,21,0,0,3,7,16,28,0,15,0,5,414,1,0,2078,375,0,343,1,47,3,0,32,346,0,3,0,1,3785,0,2138
224,0,2,1,22,3,13,48,10,8,8,1,1,0,3,13,196,411,512,3,4,1381,4,0,4495,1066,417,936,7,912,480,1,368,128,1,435,0,8,19,0,323
225,0,0,13,3,2,27,12,4,8,22,0,1,0,11,3,22,0,5419,0,1,1361,1,0,1093,1049,0,923,1,952,3,5,611,1,2,3,0,2,857,1,2
226,0,4,1,2,3,54,37,19,2,42,2,1,3,3,2,11,2635,3128,0,1,318,7,0,2425,290,2664,265,2,2772,2889,0,1125,1,2,2764,0,10,2293,1,2
227,1,4,1,2,9,106,31,4,6,8,2,1,0,1,3,78,8,10,3,0,4486,1,0,2,2658,9,2136,1,143,10,5,114,1,2,10,0,1,9,1,2
228,1,4,1,4,7,122,33,1,5,42,2,1,0,1,7,4,0,4,0,1,3545,1,0,4538,2035,0,1687,1,94,55,1,78,1,2,70,0,1,4,1,2
229,0,2,45,2,11,122,63,15,15,27,1,3,3,13,0,135,10,16,0,5,516,14,0,2,459,11,423,0,800,14,0,224,1,2,14,0,2,14,1,2
230,1,2,26,16,3,25,40,4,2,13,1,1,3,3,3,14,4730,5524,0,4,4504,5,0,4550,2666,4791,2143,2,15,5158,5,15,0,1,4935,0,6,3019,4,53
231,1,4,3,2,3,12,20,1,2,25,2,1,0,3,3,31,0,5585,0,0,4527,1,0,1817,1546,0,1309,2,1018,3,1,648,1,2,3,3,6,3916,1,2
232,0,2,4,7,5,19,3,3,5,4,1,3,0,7,40,11,1348,1377,0,2,1508,1,0,105,3,1364,3,0,1123,1276,3,709,1,2,1418,0,4,1071,1,2
233,0,2,9,24,9,70,5,7,6,36,1,1,3,1,3,125,440,551,5,0,4557,1,0,4615,1824,450,1531,1,267,517,7,197,0,0,468,0,1,455,4,143
234,0,4,9,3,7,0,25,4,6,25,2,1,0,1,3,22,4852,5187,0,0,161,5,0,4626,151,4916,54,1,952,4853,0,611,1,2,5067,3,1,880,1,2
235,1,4,1,4,1,61,29,1,15,15,2,1,3,6,3,17,0,104,0,0,53,1,0,34,179,0,50,5,24,3578,2,19,94,3,3,0,9,91,3,68
236,0,3,1,3,7,107,0,2,0,1,0,1,3,1,7,4,0,4,4,0,50,1,0,34,2470,353,47,1,2822,4,2,1525,1,2,4,1,0,4,1,2
237,0,4,1,4,7,38,5,0,4,16,2,1,3,1,7,4,0,4,0,5,4243,36,0,1633,341,0,312,6,71,55,0,61,1,2,3092,0,1,4,1,2
238,0,4,27,2,3,98,31,1,1,42,2,0,0,3,7,18,0,15,0,0,1719,1,0,1283,1283,0,1111,1,198,3,5,120,1,2,3,0,6,3420,1,2
239,0,2,0,17,7,49,17,7,12,15,1,0,3,10,3,69,81,105,0,4,264,6,0,189,239,83,222,2,329,97,2,103,0,1,91,0,9,19,0,43
240,0,2,0,5,11,51,2,4,7,16,1,1,2,13,2,11,0,5737,0,0,2447,1,0,2914,193,0,179,5,2840,5382,6,1536,1,2,3,0,0,4011,1,2
241,0,4,27,7,11,6,21,4,3,42,2,1,0,17,3,316,5,2,0,0,3383,1,0,4702,261,6,241,2,1211,7,5,763,1,2,7,0,6,2,1,2
242,0,2,45,3,1,51,3,3,14,44,1,3,0,6,3,18,64,80,0,0,857,1,0,325,103,65,101,2,22,74,0,21,1,2,72,0,1,69,1,2
243,0,4,3,10,1,25,33,4,6,14,2,1,0,6,10,17,0,5863,0,0,160,3,0,119,1578,0,143,2,20,3,5,19,0,3,3,0,0,4080,0,3194
244,0,2,1,2,3,3,6,4,1,35,1,1,0,3,3,105,0,15,0,0,281,1,0,4764,254,0,235,2,237,3,5,161,547,0,3,0,0,241,17,100
245,0,4,8,2,1,33,34,1,6,12,2,1,3,6,25,222,30,16,0,0,1587,14,0,2,1197,31,438,0,1460,34,0,454,1,2,34,3,0,14,1,2
246,0,13,11,24,15,104,1,8,9,42,3,7,0,5,3,20,0,15,3,0,123,5,0,22,25,0,25,2,25,3,0,23,19,3,3,0,1,82,5,100
247,1,2,46,4,1,3,27,23,2,41,1,4,2,6,11,50,0,52,0,0,2391,1,0,2,1285,0,1113,2,88,3,0,72,14,0,3,0,6,46,11,30
248,0,2,10,8,4,24,3,3,3,29,1,3,0,5,3,1,1632,1912,0,5,1915,10,0,2,1399,1645,1202,2,286,1786,4,212,0,1,1706,0,1,1463,2,118
249,1,2,4,24,8,103,3,3,12,35,1,3,0,9,0,86,34,41,0,5,2074,5,1,483,1489,35,1263,0,178,38,0,127,0,1,38,0,7,2,2,88
250,0,2,0,7,0,43,16,3,2,35,1,3,0,6,0,331,714,868,0,6,727,1,1,2,257,724,238,2,2096,811,8,821,0,3,753,0,7,695,13,525
251,0,5,5,18,2,94,10,7,14,22,0,1,0,0,13,0,502,625,0,0,255,1,0,2,231,514,216,1,631,586,0,424,0,1,536,1,1,5,0,385
252,1,0,1,2,3,2,0,6,5,33,0,11,3,3,3,98,225,274,0,0,149,5,0,4868,324,229,134,0,1313,259,0,242,0,3,242,1,9,238,12,1944
253,0,3,27,13,1,4,10,2,2,23,0,1,0,6,3,38,2,2,3,5,4751,0,0,1728,1028,2,70,2,245,2,1,95,1,2,2,0,2,2,1,2
254,1,2,1,22,4,35,51,22,12,33,1,2,3,5,3,11,4111,1064,0,5,151,1,0,2804,27,4159,27,2,777,4505,7,513,1,2,4297,0,1,686,1,2
255,0,2,1,26,4,35,51,22,12,33,1,2,3,5,3,29,4111,1064,0,5,151,1,0,2804,27,4159,27,10,1628,4505,7,34,0,3,4297,0,1,686,4,1085
256,0,0,14,15,1,2,34,4,17,15,0,1,0,6,0,11,0,15,0,0,4783,4,0,1048,812,0,727,1,821,3,6,534,1,2,3,0,1,138,1,2
257,0,2,1,8,6,117,12,7,4,22,1,1,3,8,3,12,0,294,0,3,1003,1,0,144,12,0,12,2,52,279,0,12,26,0,259,0,1,258,2,190
258,0,2,55,5,9,9,3,13,4,31,1,9,0,1,10,38,2,2,0,5,906,5,0,2,755,2,680,1,117,2,4,95,1,2,2,0,1,2,1,2
259,0,4,1,11,7,73,31,10,10,30,2,7,0,1,2,14,3851,4529,0,0,2913,14,0,2,1955,3898,1626,1,880,4214,0,213,0,1,4031,0,1,3245,4,6
260,0,2,1,2,1,43,3,3,0,23,1,3,0,6,2,7,796,952,0,0,117,1,1,2,112,806,52,2,182,893,8,33,1,2,837,3,0,14,1,2
261,0,2,0,13,9,41,3,3,0,5,1,3,0,0,3,9,8,10,3,2,307,1,0,587,279,9,256,2,605,10,3,118,0,1,10,0,1,9,2,3335
262,0,2,31,3,1,87,3,3,2,23,1,3,0,6,3,11,5256,6149,0,1,125,14,0,2,118,5333,115,1,2966,5782,4,1334,1,2,5520,0,2,4263,1,2
263,1,2,1,2,3,22,34,3,1,15,1,3,0,3,3,69,81,105,0,4,760,1,0,56,77,83,75,2,329,97,5,103,0,1,91,0,1,19,0,43
264,1,2,1,2,1,106,3,3,2,23,1,3,3,6,3,75,2148,587,0,2,160,5,0,119,150,476,143,0,1715,549,0,111,1,2,499,0,0,4,1,2
265,0,21,27,13,0,74,20,17,1,8,0,8,0,4,6,1,62,76,0,0,1507,0,0,1213,1148,63,338,2,1274,71,0,1,0,1,69,0,9,66,2,47
266,0,4,3,21,1,20,3,13,2,31,2,9,0,6,6,75,993,587,1,4,255,1,0,2,231,476,216,4,1007,549,0,644,1,2,499,0,5,4,1,2
267,0,2,1,7,1,65,3,3,7,23,1,3,3,6,3,36,945,1119,0,4,590,1,0,3052,64,955,63,6,1363,1055,0,472,0,1,993,0,1,52,4,1048
268,1,2,7,16,4,19,3,3,11,36,1,3,0,5,2,11,253,316,0,3,262,0,0,2,237,258,220,2,368,302,4,265,1,2,275,0,1,274,1,2
269,0,4,3,3,3,6,25,15,14,16,2,0,0,3,3,35,0,6383,0,0,1188,1,0,4377,754,0,679,9,863,3,0,47,39,3,3,0,6,4429,12,3469
270,1,2,0,0,1,61,3,3,2,1,1,3,0,6,0,28,0,15,3,4,722,19,0,2,625,0,570,1,47,3,5,32,605,0,3,0,1,4440,6,3477
271,0,1,1,14,8,56,18,1,3,40,0,1,3,17,3,28,1086,1297,0,0,877,5,0,4854,841,1103,662,1,1066,1204,1,681,0,1,1146,0,0,535,6,755
272,0,4,24,2,9,12,20,21,5,20,2,7,3,7,3,12,0,330,5,0,3096,4,0,125,158,0,150,0,381,3,0,274,76,1,3,0,1,287,2,207
273,0,2,4,4,7,106,40,4,16,0,1,1,0,5,3,18,1455,396,0,0,272,0,0,5,138,631,7,2,755,377,5,38,1,2,342,0,1,20,1,2
274,1,2,35,3,0,64,8,16,2,5,1,3,0,6,3,11,0,4299,0,4,4557,5,0,3659,1824,3693,1531,2,2384,3998,6,1315,1,2,3826,0,1,3079,1,2
275,1,4,4,2,1,122,3,3,16,1,2,3,0,6,16,14,499,623,0,5,29,5,0,105,3,511,3,2,96,583,1,80,0,0,533,0,0,68,4,48
276,0,3,0,4,9,55,0,2,0,5,0,1,0,0,7,49,923,1095,3,5,18,5,0,2134,17,934,17,0,3037,1032,0,71,0,1,971,0,1,62,2,43
277,0,4,7,2,1,36,0,4,6,1,2,1,0,6,3,109,0,6493,0,0,726,1,0,14,27,0,27,2,224,6122,5,169,1,2,3,0,1,3382,1,2
278,0,4,1,17,4,25,36,0,16,13,2,8,3,5,0,17,5583,6506,1,0,259,1,0,192,38,5668,37,0,119,6137,0,19,11,3,5863,0,9,21,0,9
279,1,4,31,2,3,19,29,7,4,33,2,2,0,3,9,96,8,10,0,0,3067,1,0,75,788,9,710,2,183,10,0,142,1,2,10,0,9,9,1,2
280,1,2,14,11,11,98,27,4,7,28,1,1,0,11,3,108,8,10,0,4,3765,1,0,5211,114,9,111,1,221,10,5,167,1,2,10,0,1,9,1,2
281,0,4,15,3,3,21,15,2,16,37,2,0,0,3,11,94,5,2,0,0,4999,1,0,5238,693,6,626,2,419,7,0,140,1,2,7,1,0,2,1,2
282,0,2,8,24,8,54,49,16,15,7,1,1,0,18,3,274,2,2,1,0,242,4,0,181,224,2,209,1,943,2,0,603,1,2,2,0,0,2,1,2
283,0,4,3,3,3,0,27,10,3,52,2,7,0,3,3,67,5761,906,0,1,3416,19,0,2,2181,5842,1794,5,830,855,0,101,1,2,6034,0,1,455,1,2
284,1,2,3,3,3,66,3,3,1,8,1,3,0,3,14,119,0,6698,0,0,884,1,0,2,132,0,127,1,1454,3,4,880,1,2,3,0,2,1521,1,2
285,0,3,0,13,15,68,38,17,12,2,0,6,0,13,3,20,0,1475,3,0,26,1,0,22,25,0,25,0,69,3,7,23,287,3,3,0,1,1143,5,870
286,0,4,6,3,21,61,43,0,3,30,2,2,3,19,3,69,81,105,3,0,681,14,0,90,592,83,539,1,127,97,2,103,0,1,91,0,1,19,0,43
287,1,5,0,2,3,126,4,7,1,3,3,2,0,3,3,37,0,6786,0,0,204,19,0,781,190,0,176,1,326,3,0,49,58,0,3,0,8,4678,3,3661
288,1,8,19,23,11,82,4,5,16,32,0,1,7,4,3,20,0,15,6,5,26,1,0,22,25,0,25,1,111,3,7,23,0,0,3,1,1,21,5,9
289,0,4,0,16,6,67,49,4,9,36,2,1,3,8,14,17,0,6855,0,0,471,1,0,304,424,0,391,1,84,6467,5,19,574,0,3,0,1,4713,0,3697
290,0,2,58,5,1,113,3,13,0,31,1,9,0,6,3,14,63,78,3,0,1098,1,1,5391,151,64,54,1,506,72,3,80,0,0,71,3,1,68,4,48
291,0,2,3,3,3,24,3,3,1,15,1,3,0,3,7,18,64,80,0,0,2251,0,0,1913,1598,65,1348,1,40,74,3,38,1,2,72,3,0,69,1,2
292,1,4,29,11,3,61,20,4,1,22,2,1,0,3,0,37,0,6885,0,0,738,1,0,5406,246,0,229,2,55,6494,6,49,73,0,6199,0,9,4728,3,3712
293,0,1,31,15,2,72,27,10,15,8,0,2,0,14,3,181,107,130,0,4,1963,1,0,1714,676,110,610,2,3163,128,0,528,0,1,117,0,1,91,2,2120
294,0,2,3,28,2,24,7,8,9,34,1,0,0,11,3,0,42,36,0,0,1415,19,0,191,1090,43,958,1,60,48,0,53,0,1,47,0,2,19,0,28
295,1,2,3,3,3,5,14,1,6,15,1,1,3,3,7,38,5,2,3,0,493,4,0,5494,153,6,145,2,245,7,1,95,1,2,7,0,1,2,1,2
296,0,4,1,17,5,171,41,10,16,6,2,2,0,5,3,36,0,15,0,5,7,1,0,127,138,0,7,1,939,3,0,48,0,1,3,0,1,4829,4,2969
297,0,2,0,4,2,98,23,4,0,55,1,1,0,11,2,0,0,4654,0,0,825,1,0,2,39,0,38,0,0,4325,4,0,0,0,3,0,1,199,0,258
298,0,2,7,5,17,82,21,4,11,34,1,1,0,10,3,7,10,16,0,0,272,1,0,127,138,11,7,2,182,14,5,33,1,2,14,0,1,14,1,2
299,0,6,25,3,9,88,20,16,3,40,0,1,0,0,2,29,6068,350,1,4,1214,0,0,1958,153,6153,145,1,610,333,0,303,860,0,2084,0,1,3,4,235
300,0,4,0,22,1,14,31,17,2,46,2,6,2,6,9,97,0,7076,0,0,3241,1,0,2618,79,0,77,2,432,6659,7,143,0,1,3,0,1,3214,6,53
301,1,2,13,5,1,47,35,2,2,23,1,1,0,6,3,101,260,211,1,5,30,4,0,2,28,265,28,0,263,202,0,193,1,2,282,1,0,185,1,2
302,1,4,7,13,11,101,29,4,3,40,2,1,0,13,25,36,136,166,0,5,518,1,0,2874,157,139,149,5,1362,162,5,100,0,0,147,0,1,148,4,103
303,0,2,0,3,3,43,3,13,16,31,1,9,0,3,0,38,5,2,0,0,57,1,1,2,55,6,54,0,456,7,8,50,1,2,7,0,2,2,1,2
304,1,22,52,30,2,46,19,5,15,40,2,1,0,4,0,12,8,10,0,5,36,1,0,534,35,9,34,1,50,10,0,12,45,1,10,0,1,9,2,350
305,1,5,1,15,7,4,4,23,5,42,0,2,0,4,3,20,817,971,0,5,123,3,0,22,25,826,25,2,25,912,0,23,26,0,858,0,1,21,4,9
306,0,2,7,3,9,16,14,6,4,35,1,2,0,0,3,101,300,211,0,1,1311,1,0,1409,1557,175,898,0,522,202,0,362,1,2,184,0,7,185,1,2
307,0,2,0,24,1,146,3,3,2,35,1,3,0,6,7,9,62,76,1,4,73,14,1,2439,35,63,34,1,489,71,5,341,0,1,69,0,1,66,2,6
308,0,4,34,26,20,41,54,2,10,48,2,0,0,20,3,12,0,6762,0,1,360,8,0,269,329,0,300,0,12,3,1,12,20,3,3,0,1,361,8,3647
309,0,2,62,3,3,24,3,3,2,23,1,3,0,3,16,36,656,808,3,4,364,1,0,2,332,666,303,5,1362,753,4,100,0,3,697,0,1,317,4,2334
310,1,2,0,4,7,25,18,1,6,10,1,1,0,1,6,310,2787,3306,6,5,122,1,0,1362,116,2814,113,1,2135,3057,5,1045,1,2,2917,0,0,2419,1,2
311,0,4,60,7,3,12,18,4,1,5,2,1,2,3,3,17,1892,2241,0,0,53,1,0,34,179,1909,50,2,20,2072,6,19,208,1,1972,0,0,21,0,67
312,1,2,7,2,1,106,14,15,2,36,1,1,0,6,9,36,1119,1335,0,0,1343,1,1,365,608,1136,555,2,200,1239,0,153,0,3,1183,0,0,1033,0,782
313,1,5,7,3,1,109,19,7,1,1,0,1,0,6,3,149,245,303,1,0,3392,1,0,998,983,250,868,1,1748,289,0,645,1,2,267,0,0,263,1,2
314,0,4,1,12,8,6,31,19,15,41,2,0,3,2,3,49,1061,1267,0,0,2403,1,0,2595,1353,1078,1166,1,2259,1181,0,71,0,0,1121,0,1,983,4,43
315,0,4,31,4,9,19,7,10,12,42,2,1,0,0,0,25,25,16,0,0,123,5,0,163,25,26,25,1,189,28,0,29,1,2,29,0,1,14,1,2
316,0,0,0,10,7,126,30,25,6,20,0,2,0,1,3,63,6242,7268,0,2,818,6,0,5657,123,6328,119,2,116,6840,0,94,875,3,6525,0,6,21,21,3906
317,0,4,11,3,11,22,53,4,14,12,2,1,3,11,3,18,64,80,0,0,301,5,0,176,138,65,7,1,40,74,5,38,1,2,72,0,0,69,1,2
318,0,0,7,3,0,39,4,4,1,3,0,1,0,4,3,7,25,16,0,5,5254,5,0,5667,2971,26,1835,1,35,28,5,33,1,2,29,2,2,14,1,2
319,1,1,15,3,3,128,0,7,1,10,0,2,2,3,7,87,0,5222,1,4,80,1,0,56,77,0,75,1,1515,3,6,128,1,2,3,0,1,111,1,2
320,1,3,55,5,7,31,0,16,16,10,0,0,0,1,3,85,0,52,0,0,145,1,0,183,24,0,24,2,162,3,0,126,16,0,3,3,9,46,0,30
321,0,10,0,31,17,68,25,15,3,40,0,1,0,15,6,152,1,1,0,5,5272,1,0,2,2266,1,1855,0,1822,1,0,262,0,1,1,0,4,1,19,1
322,0,5,55,11,4,105,6,18,7,7,0,2,7,13,3,14,333,416,0,0,1557,1,0,4813,474,339,437,2,287,395,6,213,0,1,359,3,6,338,4,633
323,1,21,29,2,3,74,4,29,14,42,4,11,0,3,3,9,2492,2968,0,1,1507,5,0,5746,1148,2519,338,0,149,2736,0,118,0,1,2610,0,9,2189,2,1044
